title,link,播放量,弹幕数,上传时间,up主
B站唯一 一个挑战蔡徐坤失败的人，还是个女up主，这样的up主该被封杀吗？,//www.bilibili.com/video/BV1vb411W7T4?from=search&seid=356673811628948714,18.0万,485,2019-03-30,面瘫娘233
【B站首发】蔡徐坤打黑洞,//www.bilibili.com/video/BV1Eb411M7ky?from=search&seid=356673811628948714,15.4万,344,2019-04-11,柔凡yoooo
【蔡徐坤×韩红】鸡你太美,//www.bilibili.com/video/BV19b411p7WV?from=search&seid=356673811628948714,15.4万,790,2019-04-03,辰谙Jony
当蔡徐坤在全民K歌Part7,//www.bilibili.com/video/BV13t411A7Vq?from=search&seid=356673811628948714,9.4万,1800,2019-07-29,哔哩方文山
当蔡徐坤在全民K歌part5,//www.bilibili.com/video/BV1Zt411E7Ge?from=search&seid=356673811628948714,10.9万,1184,2019-07-21,哔哩方文山
请你们不要再无脑黑蔡徐坤了！,//www.bilibili.com/video/BV15b411m7DA?from=search&seid=356673811628948714,19.0万,1493,2019-02-16,Psychopath-雪茄
在班上放蔡徐坤打球鬼畜会怎么样？,//www.bilibili.com/video/BV1Gb411g7QB?from=search&seid=356673811628948714,18.5万,236,2019-04-04,喻子布
太美警告！原来蔡徐坤的球技是跟诺手学的。,//www.bilibili.com/video/BV1Eb41177EF?from=search&seid=356673811628948714,17.2万,192,2019-03-23,罐头Tornado
1478张ppt！完美还原蔡徐坤打篮球，鸡你太美~,//www.bilibili.com/video/BV1F4411j7W3?from=search&seid=356673811628948714,14.8万,269,2019-05-19,圆无边
旭旭宝宝停播休假在外打篮球！真像蔡徐坤！旭你太美！,//www.bilibili.com/video/BV1z4411v7XM?from=search&seid=356673811628948714,15.6万,159,2019-05-09,10后找人带
【我TM要笑死】Faker 看蔡徐坤打篮球 竟然说我也行 后面还有彩蛋,//www.bilibili.com/video/BV1Bb411T7p7?from=search&seid=356673811628948714,16.6万,266,2019-04-09,小七你来了
【鸡你太美】给蔡徐坤加上特效后,//www.bilibili.com/video/BV15b411u7Bh?from=search&seid=356673811628948714,14.2万,296,2019-04-07,大官人Sir
蔡徐坤参加入站考试,//www.bilibili.com/video/BV1F5411h7a5?from=search&seid=356673811628948714,1.2万,83,2020-08-23,栗圆ly
低配全套蔡徐坤打篮球需要多少钱,//www.bilibili.com/video/BV1ct411J7Xe?from=search&seid=356673811628948714,13.7万,101,2019-07-22,糖纸我哒
【蔡徐坤X大伟哥】崩坏3rd形象大使,//www.bilibili.com/video/BV1Xb411s71P?from=search&seid=356673811628948714,11.7万,483,2019-03-27,芯如白玉
蔡徐坤打篮球绿幕素材,//www.bilibili.com/video/BV1G7411t7cq?from=search&seid=356673811628948714,4.4万,159,2020-02-10,MashirSaber
小伙戴上蔡徐坤同款发型和眼镜，瞬间学会了唱跳rap篮球,//www.bilibili.com/video/BV1T4411N7Bs?from=search&seid=356673811628948714,12.1万,1440,2019-06-14,咽气诺
【恶搞配音向】当蔡徐坤把我们告上法庭,//www.bilibili.com/video/BV1Sb41137sJ?from=search&seid=11293648827026584039,11.7万,926,2019-04-26,五音不全的橘喵Cat
【踩点狂魔】当你用鸟叔的方式打开蔡徐坤...蔡徐坤至高作品,//www.bilibili.com/video/BV1Lb41157ww?from=search&seid=11293648827026584039,9.1万,1818,2019-04-17,白色花生酱
【补档】《底特律：成篮球大使》做正确选项让蔡徐坤出道吧！,//www.bilibili.com/video/BV1qb411x79y?from=search&seid=11293648827026584039,11.4万,59,2019-03-28,荔枝菌儿
【蔡徐坤】篮球后生仔,//www.bilibili.com/video/BV1MJ411d7cH?from=search&seid=11293648827026584039,6.4万,347,2019-11-23,量子埃尔博
【蔡徐坤】给鲲鲲一首情歌的时间-当,//www.bilibili.com/video/BV1a4411478m?from=search&seid=11293648827026584039,10.3万,1268,2019-05-04,上坟的小寡妇
把熊孩子看的小猪佩奇换成蔡徐坤打篮球并循环播放,//www.bilibili.com/video/BV1Lb411T7nz?from=search&seid=11293648827026584039,13.2万,910,2019-04-14,弈风君
【文体两开花】当蔡徐坤边打篮球边rap寒王的社会语录,//www.bilibili.com/video/BV1yb411E7qd?from=search&seid=11293648827026584039,13.2万,445,2019-03-19,芬尼根的守灵
在篮球场说你打球像蔡徐坤！up主最后下跪求饶,//www.bilibili.com/video/BV1a4411h7ct?from=search&seid=11293648827026584039,15.0万,466,2019-04-27,漾漾_yangyang
【初中物理】蔡徐坤打篮球受力分析,//www.bilibili.com/video/BV1hb411K7SX?from=search&seid=11293648827026584039,13.9万,755,2019-04-12,骅骅是个鬼才R
【蔡徐坤】说好不哭,//www.bilibili.com/video/BV1BJ411w7x2?from=search&seid=11293648827026584039,8.9万,889,2019-09-18,Dvaaini
【鸡你太美】鸡：我孰与城北蔡徐坤美？,//www.bilibili.com/video/BV1q4411h7BZ?from=search&seid=11293648827026584039,10.6万,419,2019-04-27,很diao嘛
【全程高能】小时候的蔡徐坤，现在的蔡徐坤，外国人眼中的蔡徐坤,//www.bilibili.com/video/BV1Tt411F7Xv?from=search&seid=11293648827026584039,8.6万,2125,2019-08-01,猛男二猫
【恐怖搞笑片】鲲 芝 居 （蔡徐坤X孙笑川）,//www.bilibili.com/video/BV1i4411H73L?from=search&seid=11293648827026584039,11.7万,558,2019-05-30,Toto的ID
【蔡徐坤】坤坤の高中生活！,//www.bilibili.com/video/BV1A4411E7i6?from=search&seid=11293648827026584039,10.5万,1546,2019-05-18,贱多拾犷的BAY
用普通少年热血漫画的方式打开蔡徐坤打篮球,//www.bilibili.com/video/BV1Hb41137o9?from=search&seid=11293648827026584039,8.2万,185,2019-04-06,吃瘪骑士诗岛阿短
【蔡徐坤】黑粉们都歇歇吧，这才是坤坤真正的篮球水平,//www.bilibili.com/video/BV1Eb411V7n7?from=search&seid=11293648827026584039,13.4万,292,2019-04-20,力无军
【光GG】如果把蔡徐坤放到NBA2K19里会是什么样？,//www.bilibili.com/video/BV1Vb411775z?from=search&seid=11293648827026584039,14.2万,102,2019-03-22,ISO_GuangGG
把蔡徐坤打球8倍速快放会怎么样？,//www.bilibili.com/video/BV1Pb411z7uM?from=search&seid=11293648827026584039,14.7万,566,2019-03-03,Link的梦
蔡徐坤打篮球 灭霸看见后 表示很无奈,//www.bilibili.com/video/BV1rb411p7Q5?from=search&seid=11293648827026584039,12.9万,344,2019-04-02,黑玛瑙
炒饭大师蔡徐坤,//www.bilibili.com/video/BV1zb411K7Ks?from=search&seid=11293648827026584039,11.7万,473,2019-04-13,此头像乃吾妻
【高清完整版】蔡徐坤打篮球GB素材,//www.bilibili.com/video/BV1kb411j7LY?from=search&seid=6845632240283658143,8.9万,97,2019-04-16,穿越的白色恶魔
一双鲜为人知的传说级篮球鞋，你—见过吗？蔡徐坤一代,//www.bilibili.com/video/BV1Kb411S7kx?from=search&seid=6845632240283658143,11.5万,762,2019-02-09,伊皮万
蔡徐坤打篮球，，不行啊,//www.bilibili.com/video/BV1Kb41157rW?from=search&seid=6845632240283658143,13.4万,1,2019-04-17,紫酱草
【捏糖减压】完美还原蔡徐坤的篮球，鸡你太美！,//www.bilibili.com/video/BV15i4y1t7KZ?from=search&seid=6845632240283658143,3.1万,409,2020-04-15,糖先生_sugar
蔡徐坤模仿，教你如何在野球场召唤蔡徐坤,//www.bilibili.com/video/BV154411K7cb?from=search&seid=6845632240283658143,6.9万,179,2019-06-11,小元哥是也
up主模仿蔡徐坤打篮球被ikun疯狂diss，这次不能算！,//www.bilibili.com/video/BV1E4411x7kT?from=search&seid=6845632240283658143,9.7万,856,2019-05-02,狍出没
如果把灌篮高手的语音包换成蔡徐坤打篮球。会发生什么？蔡徐坤版诺克萨斯之手，鸡你太美！,//www.bilibili.com/video/BV1q4411h7pB?from=search&seid=6845632240283658143,8.3万,279,2019-04-27,永远保持决心
【蔡徐坤】坤坤劳改记【第二集】,//www.bilibili.com/video/BV1Gt411J7RD?from=search&seid=6845632240283658143,7.7万,896,2019-07-22,贱多拾犷的BAY
直男闭嘴吧 蔡徐坤吴亦凡运球扣篮合集,//www.bilibili.com/video/BV1Qb411S7yE?from=search&seid=6845632240283658143,14.0万,410,2019-02-11,渣雷也疯狂
把这篮球技巧用在球场，被骂打球像蔡徐坤,//www.bilibili.com/video/BV1Kb411L7E9?from=search&seid=6845632240283658143,10.7万,244,2019-04-19,真田康康君
[鸡你太美]用第五人格还原蔡徐坤打篮球,//www.bilibili.com/video/BV1Rb411W7XB?from=search&seid=6845632240283658143,10.0万,416,2019-03-30,狮咕咕
NBA大使蔡徐坤五佳球，他的球技到底有多强？,//www.bilibili.com/video/BV1ob411n7MT?from=search&seid=6845632240283658143,11.3万,121,2019-03-13,北半球骚客
【Undertale】Ink! 蔡徐坤战,//www.bilibili.com/video/BV1a741187Xf?from=search&seid=6845632240283658143,4.9万,183,2020-02-08,屏幕另一边的迷云
[学习特效两年半]蔡徐坤两年半到底学了什么？,//www.bilibili.com/video/BV1v4411h7bK?from=search&seid=6845632240283658143,10.2万,194,2019-04-26,卖大碗面的康帅傅
8位游戏机还原蔡徐坤打篮球 你太美！,//www.bilibili.com/video/BV1ib411W7Xj?from=search&seid=6845632240283658143,12.0万,147,2019-03-30,狗没有派对
前一秒蔡徐坤，后一秒科比附体。,//www.bilibili.com/video/BV1tE41197gv?from=search&seid=6845632240283658143,8.4万,15,2019-10-01,七代目目火影
蔡徐坤加入健美操,//www.bilibili.com/video/BV194411W7sQ?from=search&seid=6845632240283658143,7.9万,53,2019-05-29,黑玛瑙
【蔡徐坤】黑子们都进来看看，这才是蔡徐坤的实力，演技炸裂！,//www.bilibili.com/video/BV1sb411u7ho?from=search&seid=6845632240283658143,11.8万,421,2019-04-08,宋哈娜的岱玄
求求你们不要再模仿蔡徐坤打篮球了啦,//www.bilibili.com/video/BV12b411W7JQ?from=search&seid=6845632240283658143,10.5万,349,2019-03-30,86号咸鱼
六老师：蔡徐坤的篮球不接受诋毁！,//www.bilibili.com/video/BV1ib411k7s5?from=search&seid=6845632240283658143,12.0万,398,2019-02-01,KenKen比利
【你的名字】如果蔡徐坤和游乐娃子交换身体会发生什么?嘘!禁止想象!,//www.bilibili.com/video/BV1zx411d7vr?from=search&seid=3671621010227226580,7.4万,421,2019-06-28,玩游戏的搏梦
蔡徐坤运球魔性舞蹈,//www.bilibili.com/video/BV1Tb41137ec?from=search&seid=3671621010227226580,7.7万,447,2019-04-06,yolin悠
没想到蔡徐坤竟然是个替身使者！,//www.bilibili.com/video/BV1eb411E7jn?from=search&seid=3671621010227226580,9.0万,336,2019-03-19,DK小朱QWQ
当蔡徐坤乱入恐怖电影，超越恐怖的恐怖！,//www.bilibili.com/video/BV1u4411474i?from=search&seid=3671621010227226580,9.5万,649,2019-05-03,数星星
【声优演绎】蔡徐坤大战B站UP主们（日语版）,//www.bilibili.com/video/BV1pb411V7T6?from=search&seid=3671621010227226580,6.2万,653,2019-04-21,某声悠
【胖胖虎】LOL黄金单挑王者荣耀星耀？！输了的居然要模仿蔡徐坤中国篮球第一人  鸡你太美？！,//www.bilibili.com/video/BV1Kb411T7De?from=search&seid=3671621010227226580,6.2万,474,2019-04-14,胖胖虎EricEk
当大家在小夫家看见蔡徐坤的时候,//www.bilibili.com/video/BV1r4411L7Tt?from=search&seid=3671621010227226580,8.9万,237,2019-05-24,extrprinc
蔡徐坤在奥运会上打篮球,//www.bilibili.com/video/BV1ob41157EP?from=search&seid=3671621010227226580,6.2万,285,2019-04-18,一脸茫然的皮皮虾
ikun必备，现场定制蔡徐坤手机壳，把坤坤握在手心！！,//www.bilibili.com/video/BV1vb41157Yr?from=search&seid=3671621010227226580,8.6万,409,2019-04-17,幸运的小莫
【DNF补丁】 鸡你太美！蔡徐坤竟然在修炼场陪勇士打篮球？,//www.bilibili.com/video/BV1Eb411K7hx?from=search&seid=3671621010227226580,9.1万,254,2019-04-12,艾萨克西蒙
IG冠军劫皮肤太抽象我不喜欢，艾翁打篮球的样子像蔡徐坤,//www.bilibili.com/video/BV1Qb411p72r?from=search&seid=3671621010227226580,10.4万,442,2019-04-03,努力更新的小言
当蔡徐坤玩明日之后~【明日之后】,//www.bilibili.com/video/BV1R4411472V?from=search&seid=3671621010227226580,8.9万,191,2019-04-30,_落雪丶
在节目花絮里艾热cue了蔡徐坤篮球那个老梗，艾热微博遭到蔡徐坤粉丝爆破，被骂上了热搜,//www.bilibili.com/video/BV1Wi4y1x7GN?from=search&seid=3671621010227226580,2.0万,2,2020-06-24,说唱加油站
在漫展COS游乐王子模仿蔡徐坤打篮球！雨女无瓜！,//www.bilibili.com/video/BV1Gt411V7TK?from=search&seid=3671621010227226580,5.6万,755,2019-07-13,蓝星在少年
【鸡你太美】中国BOY竟然跟蔡徐坤一起打篮球？！还对蔡徐坤做了这样的事情.....,//www.bilibili.com/video/BV1z4411F7wG?from=search&seid=3671621010227226580,6.1万,234,2019-07-08,神奇的屎壳郎
蔡徐坤的颜值到底多少分呢？我竟然比蔡徐坤帅！！！,//www.bilibili.com/video/BV1a4411c7Qq?from=search&seid=3671621010227226580,6.8万,266,2019-07-06,是Manager丶
猫和老鼠看蔡徐坤打篮球的反应,//www.bilibili.com/video/BV1H4411E7Ad?from=search&seid=3671621010227226580,9.2万,114,2019-05-19,晓传蜂
蔡徐坤打篮球最完整版,//www.bilibili.com/video/BV1ob411K78B?from=search&seid=3671621010227226580,9.9万,229,2019-04-13,大侠桂哥
你们认为蔡徐坤真的不会打篮球？喷子们快闭嘴吧 nba形象大使是你们喷得了的？,//www.bilibili.com/video/BV1vb411m7qA?from=search&seid=3671621010227226580,10.7万,575,2019-02-12,HAC无聊录屏玩
广场舞大妈赶走在打篮球的“蔡徐坤”，霸占篮球场，看，这就是中国大妈的素质,//www.bilibili.com/video/BV1W4411c7ya?from=search&seid=3671621010227226580,8.1万,111,2019-07-05,catalyst375
姚明谈蔡徐坤“鸡你太美”,//www.bilibili.com/video/BV1z4411K7aP?from=search&seid=13356094281273953854,8.6万,118,2019-06-07,韩娱先生
蔡徐坤天天向上打篮球片段,//www.bilibili.com/video/BV1Y4411x7jL?from=search&seid=13356094281273953854,9.3万,475,2019-05-02,张土土xz
【蔡徐坤】你要的球拿走,//www.bilibili.com/video/BV1c4411b7QT?from=search&seid=13356094281273953854,6.1万,553,2019-04-27,J某人啊
律师函警告！宝哥模仿蔡徐坤打篮球！完美还原！鸡你太美！,//www.bilibili.com/video/BV1ib411L7kC?from=search&seid=13356094281273953854,8.4万,179,2019-04-14,一只小小的醉猫
当你把NBA新春代盐人蔡徐坤做进游戏里会发什么呢？,//www.bilibili.com/video/BV1db411g7or?from=search&seid=13356094281273953854,9.6万,270,2019-04-06,金色的子彈
周杰伦终于输给蔡徐坤，都怪你们努力打榜！,//www.bilibili.com/video/BV1ct41177pf?from=search&seid=13356094281273953854,6.5万,270,2019-07-22,爱泡研究所
蔡徐坤正在邀请你打篮球,//www.bilibili.com/video/BV1m441147W9?from=search&seid=13356094281273953854,8.8万,103,2019-04-29,白白シ白白
外国网友看到蔡徐坤打篮球的视频，会是怎样的反应？点进来看就知道啦！@油兔不二字幕组,//www.bilibili.com/video/BV1Wb411575f?from=search&seid=13356094281273953854,9.2万,177,2019-04-17,油兔不二字幕组
见面就喷蔡徐坤！这届coser真狠！cp24居澜现场花絮,//www.bilibili.com/video/BV1i4411G7Wx?from=search&seid=13356094281273953854,6.7万,370,2019-06-18,居澜yoyo
【AI换脸】当蔡徐坤来到篮球火。你们都错怪坤坤了！,//www.bilibili.com/video/BV1h4411h7Zx?from=search&seid=13356094281273953854,9.0万,329,2019-04-27,大小老鬼
当山下智博看了蔡徐坤打球之后,//www.bilibili.com/video/BV12441187LF?from=search&seid=13356094281273953854,8.5万,127,2019-04-25,36气温
程序员们把“蔡徐坤打篮球”写成了一个游戏，让我找回了童年的快乐,//www.bilibili.com/video/BV1eb411G7Jd?from=search&seid=13356094281273953854,8.6万,277,2019-04-23,壹心呀
给不知【鸡你太美】 的小姐姐看蔡徐坤打篮球会发生什么？,//www.bilibili.com/video/BV1Bb411K7Af?from=search&seid=13356094281273953854,9.1万,219,2019-04-13,虾米酱er
【倒放】蔡徐坤打篮球,//www.bilibili.com/video/BV1DJ411N7eH?from=search&seid=13356094281273953854,6.4万,123,2019-09-09,Simplify_0
蔡徐坤：全世界都在学我打篮球,//www.bilibili.com/video/BV1rb41137Ke?from=search&seid=13356094281273953854,7.1万,290,2019-04-22,高三泡
【蔡徐坤】复播时在B站看见蔡徐坤打篮球.. （滑稽）,//www.bilibili.com/video/BV1ob411V7Mj?from=search&seid=13356094281273953854,7.1万,261,2019-04-21,卢本偽的师傅丶r
【手绘高帧】蔡徐坤vs吴亦凡 你们不要再打了！紫禁之巅 高燃 灵魂演绎,//www.bilibili.com/video/BV1kb411s7uR?from=search&seid=13356094281273953854,4.9万,156,2019-04-01,双马尾的麻薯
【三不沾】蔡徐坤打球rap都很强！能模仿这么完美的人是我的荣幸,//www.bilibili.com/video/BV1kb411q76D?from=search&seid=13356094281273953854,6.0万,840,2019-03-07,扎克毛Vlogs
蔡徐坤：在场的没一个能打的，看我360度扣篮,//www.bilibili.com/video/BV1Xt41147sX?from=search&seid=13356094281273953854,10.0万,685,2019-01-26,被淋湿的妖怪
蔡徐坤和周杰伦的较量？比唱跳Rap还是篮球？,//www.bilibili.com/video/BV17t411J7Q4?from=search&seid=13356094281273953854,4.2万,3593,2019-07-22,谁想被我欧拉
火影忍者之汪东城系列表情包ー你可以说我打篮球像蔡徐坤，但是你不能说我打火影像汪东城,//www.bilibili.com/video/BV1rK4y1s7t6?from=search&seid=1424586464381888753,1.2万,44,2020-07-07,焕影メ
挑战连续看12个小时蔡徐坤打篮球不休息！镜头居然都看碎了？街头科普蔡徐坤并与小朋友同跳鸡你太美vlog,//www.bilibili.com/video/BV1Gt41177Cz?from=search&seid=1424586464381888753,4.1万,691,2019-07-23,木同康康
蔡徐坤打篮球 手动版【沙雕向注意】,//www.bilibili.com/video/BV1Q4411g7dz?from=search&seid=1424586464381888753,5.1万,210,2019-06-20,需要吃药
【五毛AI换脸】孙笑川打篮球—致敬蔡徐坤和吴亦凡,//www.bilibili.com/video/BV1Nb41137wv?from=search&seid=1424586464381888753,6.0万,193,2019-04-06,韩茜茜的小迷弟
全B站蔡徐坤打篮球最帅版本 看完你都不好意思再黑他,//www.bilibili.com/video/BV1Hb411s7FM?from=search&seid=1424586464381888753,8.1万,387,2019-03-31,小翼哥哥的Vlog
“蔡徐坤打篮球吓尿外国人”！！！,//www.bilibili.com/video/BV1Kb41147rw?from=search&seid=1424586464381888753,8.4万,68,2019-03-29,诺坎普的太阳
3D版鸡你太美，完美还原蔡徐坤打篮球！(60帧/1080P）,//www.bilibili.com/video/BV1Wx411d7vD?from=search&seid=1424586464381888753,4.5万,142,2019-06-27,QQ飞车手游车神团
【AE教程】如何把蔡徐坤P到篮球场上 小白专用,//www.bilibili.com/video/BV1d4411N7UQ?from=search&seid=1424586464381888753,3.8万,180,2019-06-10,黑玛瑙
吴亦凡模仿蔡徐坤打篮球！,//www.bilibili.com/video/BV1Vb41157gU?from=search&seid=1424586464381888753,7.2万,241,2019-04-17,裸奔的爱毛
在学校当着老师的面看蔡徐坤打篮球老师竟然,//www.bilibili.com/video/BV1Hb411j7Vz?from=search&seid=1424586464381888753,7.6万,292,2019-04-15,我也是一个DD
刘飞儿：我打篮球很厉害【AI换脸蔡徐坤】,//www.bilibili.com/video/BV1Xb411T7W1?from=search&seid=1424586464381888753,7.9万,234,2019-04-10,刘飞儿的时光
【定格动画】我家高达趁我不注意模仿蔡徐坤打篮球！？该不该打他！,//www.bilibili.com/video/BV12b41177Jk?from=search&seid=1424586464381888753,5.5万,112,2019-03-23,笛木笛木笛-橙汁form
周琦：我打球像蔡徐坤？,//www.bilibili.com/video/BV1wJ411A73V?from=search&seid=1424586464381888753,5.5万,130,2019-09-14,卖萌的小樱花
鸡你太美~把蔡徐坤的绝招运用到了比赛实战上！球进对手都懵了，打篮球像蔡徐坤！,//www.bilibili.com/video/BV1Kb411g7Md?from=search&seid=1424586464381888753,8.0万,89,2019-04-04,猫哥测评
蔡徐坤打篮球×巴啦啦小魔仙,//www.bilibili.com/video/BV1qb411x7er?from=search&seid=1424586464381888753,7.0万,277,2019-03-28,温瞳vantal
蔡徐坤打篮球视频,//www.bilibili.com/video/BV1Fb411E7dK?from=search&seid=1424586464381888753,8.3万,137,2019-03-24,诗情大佬
两分钟带你了解蔡徐坤,//www.bilibili.com/video/BV1bb411J7aw?from=search&seid=1424586464381888753,5.8万,366,2019-03-16,狂野的种马小说家
【脑洞大开】我把蔡徐坤做成了恐怖游戏——《小篮球找妈妈》,//www.bilibili.com/video/BV1z4411S7RD?from=search&seid=1424586464381888753,5.3万,209,2019-08-13,大鲨子
NBA形象大使蔡徐坤真正实力,//www.bilibili.com/video/BV1Zt411G7Pp?from=search&seid=1424586464381888753,6.4万,209,2019-07-17,太帥被人打
&quot;蔡徐坤&quot;竟然要和宝哥单挑！结果被宝哥暴打：你的白手好像打篮球！,//www.bilibili.com/video/BV1tx411f7qy?from=search&seid=1424586464381888753,6.5万,118,2019-07-11,旭旭姥姥6868
蔡徐坤参加梦之声 表演打篮球,//www.bilibili.com/video/BV1V4411h7wJ?from=search&seid=11848654125854700058,6.3万,236,2019-04-26,黑玛瑙
【蔡徐坤】遇上文艺复兴？蹦迪使我快乐！,//www.bilibili.com/video/BV1vb411K7nW?from=search&seid=11848654125854700058,4.4万,717,2019-04-13,戴维Sirius
蔡徐坤打篮球原视频,//www.bilibili.com/video/BV1ST4y1w7ki?from=search&seid=11848654125854700058,3942,54,2020-09-13,谦虚低调总司令
【蔡徐坤】我打篮球可不是盖的,//www.bilibili.com/video/BV1H4411U7Ue?from=search&seid=11848654125854700058,4.6万,278,2019-08-15,我是22的33鸭
半夜遇见蔡徐坤打篮球是种什么体验?,//www.bilibili.com/video/BV184411b7PM?from=search&seid=11848654125854700058,4.5万,213,2019-04-28,宝气君
【蔡徐坤×吴亦凡】鸡你太skr（结尾踩点）,//www.bilibili.com/video/BV17b41177KC?from=search&seid=11848654125854700058,7.9万,85,2019-03-23,脑袋上挂了个拖把
【蔡徐坤】篮球的光，照在了鸡儿上。。。。。。,//www.bilibili.com/video/BV1ce411W7Fp?from=search&seid=11848654125854700058,1.7万,95,2020-05-05,阿比ugo
【蔡徐坤】当坤坤遇到植物大战僵尸  Kun你太美！,//www.bilibili.com/video/BV1wb411j7ak?from=search&seid=11848654125854700058,6.9万,384,2019-04-15,JO年达
当米夏酱看到了蔡徐坤打篮球,//www.bilibili.com/video/BV1mb411T7ct?from=search&seid=11848654125854700058,6.9万,147,2019-04-10,beform
当你作死在蔡徐坤粉丝群里发外国人模范蔡徐坤打球的视频，壮士！,//www.bilibili.com/video/BV1Eb411x7uq?from=search&seid=11848654125854700058,7.6万,101,2019-03-27,桐谷穷人
【篮球精英】蔡徐坤全程魔性吃鸡！,//www.bilibili.com/video/BV1M4411e73L?from=search&seid=11848654125854700058,6.3万,261,2019-05-11,震东君
这是你没见过的全新版本的蔡徐坤打篮球,//www.bilibili.com/video/BV13b411M7n3?from=search&seid=11848654125854700058,6.8万,115,2019-04-11,CME6大神犬
10元过一天挑战！模仿蔡徐坤打球竟免费吃火锅！,//www.bilibili.com/video/BV1fb411W7Ch?from=search&seid=11848654125854700058,5.0万,956,2019-03-30,闲到发慌的老丝儿
【蔡徐坤】黑粉就承认别人优秀吧,//www.bilibili.com/video/BV1Db41147Ez?from=search&seid=11848654125854700058,7.6万,93,2019-03-25,负能墙
【蔡徐坤】来聊聊当蔡徐坤粉丝是一种什么样的体验/ 青春制作人代表？/整容？/偶像失声？/打篮球律师函？,//www.bilibili.com/video/BV1bE411P7nW?from=search&seid=11848654125854700058,1.4万,318,2020-03-20,hutu树
粤语版鸡你太美？用粤语打开蔡徐坤打篮球,//www.bilibili.com/video/BV1Wt411J7EM?from=search&seid=11848654125854700058,4.9万,405,2019-07-22,Adger仔
鸡你太美，震惊，蔡徐坤打篮球居然被做成了游戏,//www.bilibili.com/video/BV1a4411Y7Zg?from=search&seid=11848654125854700058,6.3万,168,2019-05-10,一条会火的咸鱼
【声优演绎】蔡徐坤大战马桶,//www.bilibili.com/video/BV154411t733?from=search&seid=11848654125854700058,5.1万,221,2019-05-01,某声悠
波兰名宿周琦。NIKE神预言：周琦，别回来了！蔡徐坤对不起，FIBA世界杯应该你上的。,//www.bilibili.com/video/BV1z441117bQ?from=search&seid=11848654125854700058,5.2万,24,2019-09-03,岛田家的败家子
【花少北】模仿蔡徐坤跳舞嗨唱只因你太美,//www.bilibili.com/video/BV1C4411Q7A3?from=search&seid=11848654125854700058,2.8万,446,2019-08-13,心宿哈哈哈嗝
史上第一个漫展打篮球累瘫的蔡徐坤coser（为coser敬业精神点赞）,//www.bilibili.com/video/BV154411T74T?from=search&seid=1570040613705174911,6.1万,75,2019-06-08,轩啊轩轩轩
被认出是蔡徐坤，带他们打篮球。鸡你太美,//www.bilibili.com/video/BV1F4411Y73Q?from=search&seid=1570040613705174911,4.6万,1122,2019-05-14,药儿哟
【伪全息投影】蔡徐坤打篮球,//www.bilibili.com/video/BV1Wb41157kq?from=search&seid=1570040613705174911,4.6万,219,2019-04-17,白熊ONEヽ
【蔡徐坤】穷开心,//www.bilibili.com/video/BV12b411L7dE?from=search&seid=1570040613705174911,5.5万,131,2019-04-15,EX萌新
"AAB,ABB,AABB三幻神携手看蔡徐坤打篮球",//www.bilibili.com/video/BV1nb411K71o?from=search&seid=1570040613705174911,6.6万,56,2019-04-12,龙猫影音
【球打蔡徐坤】这是蔡徐坤被白的最爽的一次了,//www.bilibili.com/video/BV1Cb411M7F5?from=search&seid=1570040613705174911,6.8万,58,2019-04-11,东南西北冥鲲
蔡徐坤打球的样子可以震惊全b站了（鸡你太美）附加蔡徐坤打吴亦凡,//www.bilibili.com/video/BV1Gb411s7Tx?from=search&seid=1570040613705174911,5.3万,337,2019-04-01,粗犷毛线君
【律师函警告】手绘4K60帧！终极还原蔡徐坤打篮球！你鸡太美~,//www.bilibili.com/video/BV1ub411s7HL?from=search&seid=1570040613705174911,5.4万,153,2019-03-31,云野庆庆
元旦晚会，模仿蔡徐坤打篮球,//www.bilibili.com/video/BV1iJ411j7bk?from=search&seid=1570040613705174911,3.5万,43,2020-01-03,68154649
深圳漫展coser模仿蔡徐坤打篮球,//www.bilibili.com/video/BV1wt411J7rk?from=search&seid=1570040613705174911,5.4万,89,2019-07-21,mon_18
当大雄给大家看了蔡徐坤之后,//www.bilibili.com/video/BV12441177f6?from=search&seid=1570040613705174911,5.8万,210,2019-05-18,extrprinc
YouTube网友观看蔡徐坤哥哥打篮球！！,//www.bilibili.com/video/BV1tb411L75C?from=search&seid=1570040613705174911,6.8万,88,2019-04-14,骑士白洁
大家好，我是学习hop三年的蔡徐坤~,//www.bilibili.com/video/BV1ib411K7jj?from=search&seid=1570040613705174911,4.8万,546,2019-04-13,_窥屏怪_
东欧斯拉夫战斗民族蔡徐坤打篮球hardbass土嗨,//www.bilibili.com/video/BV1Lb411K7jQ?from=search&seid=1570040613705174911,3.7万,174,2019-04-12,图波列夫的设计图
【全网最权威】up主实力分析 蔡徐坤篮球水平 不服来辩！！,//www.bilibili.com/video/BV13b411h7Sk?from=search&seid=1570040613705174911,5.6万,677,2019-02-27,邵艾伦Alan
【蔡徐坤】神兵小坤,//www.bilibili.com/video/BV1g4411R7RL?from=search&seid=1570040613705174911,4.4万,286,2019-08-23,我是大大大叔啊
蔡徐坤在摩尔庄园唱 跳 rap 篮球,//www.bilibili.com/video/BV1m4411E7Ce?from=search&seid=1570040613705174911,5.2万,88,2019-05-15,鲇泽小美
