title,link,播放量,弹幕数,上传时间,up主
[蔡徐坤】吴亦凡来坤坤家目睹了一场篮球练习/耳光坤/灵魂P图,//www.bilibili.com/video/BV1r4411F7SF?from=search&seid=15325044578344270237,6683,42,2019-07-09,八宝のF清皺
【蔡徐坤】配乐大师,//www.bilibili.com/video/BV1i4411c76V?from=search&seid=15325044578344270237,8463,17,2019-07-06,露露橘
恶搞 鸡你太美～死侍版蔡徐坤篮球舞翻跳（非正经舞蹈）,//www.bilibili.com/video/BV184411p7M7?from=search&seid=15325044578344270237,5877,31,2019-06-01,Scathach
当老外看蔡徐坤打球是什么反应,//www.bilibili.com/video/BV1C4411H7wQ?from=search&seid=15325044578344270237,1.0万,16,2019-05-30,阿涂阿
"APH,当凸凹组遇上蔡徐坤打篮球",//www.bilibili.com/video/BV1j4411s7Fh?from=search&seid=15325044578344270237,6533,120,2019-05-25,-卡Q因
【鬼畜枪声音乐】李云龙因看蔡徐坤打篮球跳鸡你太美愤怒拿起意大利炮开炮!,//www.bilibili.com/video/BV124411j7dN?from=search&seid=15325044578344270237,1.1万,9,2019-05-21,病娇の玖晴GeG
《篮球巨星蔡徐坤》 大结局,//www.bilibili.com/video/BV164411v76W?from=search&seid=15325044578344270237,1.0万,46,2019-05-09,果汁联盟
【蔡徐坤：鸡你太美】倾情献唱《我的滑鸡鞋》（我的滑板鞋）,//www.bilibili.com/video/BV1X4411e7dC?from=search&seid=15325044578344270237,9852,58,2019-05-07,CJTV1
【蔡徐坤VS拳皇】完整版！蔡徐坤与八神庵对决，鸡????你太骚！,//www.bilibili.com/video/BV1s4411i7h2?from=search&seid=15325044578344270237,1.1万,13,2019-05-05,豪熊熊
逛着B站，蔡徐坤突然打电话给我，邀请我打篮球，手机都差点吓掉了(1:03开始打电话，还和她一起玩雷电),//www.bilibili.com/video/BV1Z4411v7Hw?from=search&seid=15325044578344270237,1.1万,18,2019-05-04,德爷有点慌丶硬核版
当沙雕网友用潮汕话学习蔡徐坤万恶之源,//www.bilibili.com/video/BV1f441187VS?from=search&seid=15325044578344270237,1.0万,59,2019-04-25,琴吹夢_0fficial
泽拉斯也想要学蔡徐坤打篮球，你联盟玩得像蔡徐坤,//www.bilibili.com/video/BV1Mb411G7F5?from=search&seid=15325044578344270237,1.0万,33,2019-04-23,无月一周秀
【自制小游戏】《CXK打球》把蔡徐坤打球做成游戏是什么体验  第1.0.01版本,//www.bilibili.com/video/BV1ib411V7Lm?from=search&seid=17694726065404805242,1.0万,9,2019-04-21,异色NiMn
【全明星+蔡徐坤】  辉夜大小姐想让蔡徐坤进入全明星~天才蔡徐坤篮球表演,//www.bilibili.com/video/BV1wb411V77V?from=search&seid=17694726065404805242,4838,33,2019-04-20,Doursay
高数挂科悲伤不如 学蔡徐坤跳鸡你太美,//www.bilibili.com/video/BV1tb411576k?from=search&seid=17694726065404805242,1.0万,38,2019-04-17,樱白Mukia
【蔡徐坤】蔡徐坤不打篮球打黑洞，惨被黑洞吸进宇宙,//www.bilibili.com/video/BV13b41157jE?from=search&seid=17694726065404805242,8462,60,2019-04-17,Misoday朔
【蔡徐坤/律师函警告】出函(出山) 原版视频,//www.bilibili.com/video/BV1sb411j7jW?from=search&seid=17694726065404805242,7978,89,2019-04-16,瑞银集团
当YouTube第一pewdiepie看到蔡徐坤打篮球视频时的反应【恶搞】,//www.bilibili.com/video/BV1Zb411L7wZ?from=search&seid=17694726065404805242,1.2万,23,2019-04-15,彳余景页木容
（再版）蔡徐坤打篮球,//www.bilibili.com/video/BV19b411L7em?from=search&seid=17694726065404805242,1.3万,1,2019-04-15,命运眷顾的贝吉特
【蔡徐坤MMD】毒液:我打篮球的样子像蔡徐坤？,//www.bilibili.com/video/BV1ib411L7kF?from=search&seid=17694726065404805242,8879,51,2019-04-14,徐大大哟i
【转载】当蔡徐坤遇上李云龙,//www.bilibili.com/video/BV1vb411L7Yd?from=search&seid=17694726065404805242,8501,66,2019-04-14,纯洁de鲜血
B站回应蔡徐坤律师函。,//www.bilibili.com/video/BV1Gb411T73X?from=search&seid=17694726065404805242,1.1万,11,2019-04-14,无名打XX
当元首看了蔡徐坤打篮球之后,//www.bilibili.com/video/BV1mb411K7fg?from=search&seid=17694726065404805242,1.2万,17,2019-04-13,CJP12324
小蓝也跳起了蔡徐坤的舞，毫无违和感！这是小蓝被黑的最惨的一次！,//www.bilibili.com/video/BV1Gb411K7iU?from=search&seid=17694726065404805242,6558,130,2019-04-12,昊宇小鱼
《彩虹六号》全新干员 蔡徐坤 现已上线！“鸡你太美”赛季更新,//www.bilibili.com/video/BV1ub411K765?from=search&seid=17694726065404805242,8509,75,2019-04-12,里安Ryan
对小爱同学说你打篮球像蔡徐坤会发生什么？小爱触屏音箱开箱体验,//www.bilibili.com/video/BV1xb411M7CT?from=search&seid=17694726065404805242,1.2万,10,2019-04-11,Flash617
【蔡徐坤】动漫大乱入 化身形象大使 第二期,//www.bilibili.com/video/BV1jb411M7Zf?from=search&seid=17694726065404805242,9466,46,2019-04-11,爱言葉呐
【梵米艺画】【速写】蔡徐坤打篮球-只因你太美，才被黑的飞。,//www.bilibili.com/video/BV1Pb411M7ZP?from=search&seid=17694726065404805242,8101,38,2019-04-10,梵*米*米
「DNF」我的魔道打篮球像蔡徐坤,//www.bilibili.com/video/BV1Db411T7Qb?from=search&seid=17694726065404805242,9578,14,2019-04-09,第一梦F
当蔡徐坤打篮球配上各种诡异的BGM,//www.bilibili.com/video/BV1pb411T7Sd?from=search&seid=17694726065404805242,9674,107,2019-04-09,沉迷崩坏三的自由鸟
在osu里学蔡徐坤打篮球¿,//www.bilibili.com/video/BV1Vb411376X?from=search&seid=17694726065404805242,1.1万,8,2019-04-06,Kuroi_Ryusei
[蔡徐坤]鸡你太美的原曲竟然是！？,//www.bilibili.com/video/BV1yb411g73L?from=search&seid=17694726065404805242,1.3万,18,2019-04-05,B数丶大家心里都有我
【vlog】女up用一小时学会蔡徐坤&lt;鸡你太美&gt;篮球舞，附上全程对比及花絮片段~人生完整了~,//www.bilibili.com/video/BV1vb411p7Yz?from=search&seid=8857264581873961667,8078,16,2019-04-02,和音社_丁译林
【孙笑川&amp;蔡徐坤】给坤坤道歉！哥哥打球上综艺弟弟背锅！,//www.bilibili.com/video/BV1xb411s7YH?from=search&seid=8857264581873961667,8361,30,2019-03-31,韩茜茜的小迷弟
蔡徐坤 篮球 原版 无水印,//www.bilibili.com/video/BV1Rb411x79v?from=search&seid=8857264581873961667,1.0万,14,2019-03-29,亚洲装逼协会会长
倒放蔡徐坤打篮球的视频，能不能拯救他的球技？,//www.bilibili.com/video/BV1Rb411x7XG?from=search&seid=8857264581873961667,1.1万,54,2019-03-29,中药桔梗干
真·鸡你太美 | 蔡徐坤篮球 | 小翔哥惨叫鸡调音伴奏,//www.bilibili.com/video/BV1Vb411x7uM?from=search&seid=8857264581873961667,1.1万,50,2019-03-28,苏格DShine
60帧！蔡徐坤打篮球！鸡你太美~,//www.bilibili.com/video/BV1gb411x7Ey?from=search&seid=8857264581873961667,1.3万,10,2019-03-27,Tukzi_i
蔡徐坤打篮球的真实技术，黑粉们好好看看,//www.bilibili.com/video/BV1fb411E7uL?from=search&seid=8857264581873961667,1.2万,51,2019-03-20,用diao做视频
蔡徐坤&amp;英雄联盟联动皮肤，NBA形象大使艾翁来袭（鸡你太美警告）,//www.bilibili.com/video/BV1Ub411E7NN?from=search&seid=8857264581873961667,1.1万,41,2019-03-20,麻袋G
魔性版蔡徐坤打篮球,//www.bilibili.com/video/BV1Vb411n7JW?from=search&seid=8857264581873961667,1.2万,146,2019-03-17,灿烂2009
【蔡徐坤】巴啦啦小魔仙版（巴啦啦小虚鲲）,//www.bilibili.com/video/BV1bb411e7mw?from=search&seid=8857264581873961667,9039,54,2019-03-11,小萌新四谎
经过不懈努力终于找到蔡徐坤i kun美国校队的比赛视频！你们等着被打脸吧,//www.bilibili.com/video/BV18b411i7s8?from=search&seid=8857264581873961667,1.2万,25,2019-03-10,李小铭GM
蔡徐坤打球跳舞唱Rap鬼畜,//www.bilibili.com/video/BV1mb411b7Aj?from=search&seid=8857264581873961667,1.2万,4,2019-03-02,我是寒光呀
别喷，蔡徐坤成为大使是有实力的！！！,//www.bilibili.com/video/BV1jb411r7qX?from=search&seid=8857264581873961667,1.3万,35,2019-02-04,wxNakamoto
【蔡徐坤当选NBA形象大使】来看看微博和知乎上的观点,//www.bilibili.com/video/BV1it411t7J3?from=search&seid=8857264581873961667,1.3万,39,2019-01-28,白冴yyy
蔡徐坤和大师兄打篮球对比：同样都是带明星，差距那么大？,//www.bilibili.com/video/BV1Gt411t7Ej?from=search&seid=8857264581873961667,1.2万,99,2019-01-27,御坂美琴゙゚゙
【蔡徐坤】热爱无罪无需回避～（全网视频集合）,//www.bilibili.com/video/BV1dK4y1t7te?from=search&seid=8857264581873961667,1484,7,2020-06-08,葵牌旺仔奶糖
蔡徐坤 篮球 鸡你太美 GIF,//www.bilibili.com/video/BV1Q54y1C7tz?from=search&seid=8857264581873961667,395,3,2020-09-13,SmileSoft
蔡徐坤打篮球原视频,//www.bilibili.com/video/BV1KQ4y1P7GC?from=search&seid=8857264581873961667,2446,9,2020-05-27,你的东尼
男神蔡徐坤VS巨星成龙 打篮球的精神小伙PK练家子的老大哥,//www.bilibili.com/video/BV11t4y127bs?from=search&seid=8857264581873961667,1860,19,2020-04-16,林小伟的游戏
【蔡徐坤】比起唱跳、篮球，他还有更多闪光点,//www.bilibili.com/video/BV1G5411h72C?from=search&seid=8857264581873961667,675,2,2020-08-24,精致男孩C野
【自制】特效向拿篮球架和篮球的英雄联盟蔡徐坤GB素材,//www.bilibili.com/video/BV1c5411x7Bi?from=search&seid=5329829152874878109,1739,3,2020-05-31,特鲲特盖我啊
蔡徐坤打了一小时篮球,//www.bilibili.com/video/BV1Xf4y1S7cR?from=search&seid=5329829152874878109,3019,35,2020-04-24,好吃的糯米糍吖
蔡徐坤回应打篮球 ，哈哈哈哈好可爱,//www.bilibili.com/video/BV1NE411571h?from=search&seid=5329829152874878109,3598,4,2020-03-13,心愿89152
《鸡你太美》蔡徐坤打篮球原版视频无水印高清版,//www.bilibili.com/video/BV1G7411K7x5?from=search&seid=5329829152874878109,3550,14,2020-02-26,-小浩NP-
科比毒液5换底换气垫，致敬科比修鞋蔡徐坤,//www.bilibili.com/video/BV1x741187Z2?from=search&seid=5329829152874878109,3629,1,2020-02-08,修鞋蔡徐坤
修鞋蔡徐坤与大家初次见面,//www.bilibili.com/video/BV157411e7BL?from=search&seid=5329829152874878109,3438,8,2020-01-22,修鞋蔡徐坤
把自己装进2米高的大熊里，还能学蔡徐坤打篮球吗？,//www.bilibili.com/video/BV1YJ411p7Vx?from=search&seid=5329829152874878109,3148,28,2020-01-12,大雄show
当科比看到蔡徐坤打球,//www.bilibili.com/video/BV1JJ41167sr?from=search&seid=5329829152874878109,4874,9,2019-12-16,搞笑视频丨拯救不开心
夜嫁-6：楚河深入恐怖密林！然后找到个打篮球的蔡徐坤？,//www.bilibili.com/video/BV1yJ41117vD?from=search&seid=5329829152874878109,5721,60,2019-11-20,楚河周刊
【易建联】 X 重生 高燃混剪 用蔡徐坤的歌打开中国男篮队长易建联,//www.bilibili.com/video/BV15J411U7md?from=search&seid=5329829152874878109,2430,55,2019-11-16,grain酱
《快乐大本营》蔡徐坤热舞魅力胜过打篮球，欧阳娜娜全程迷妹脸,//www.bilibili.com/video/BV144411y7iC?from=search&seid=5329829152874878109,7482,0,2019-09-05,小金鱼娱乐
【蔡徐坤】冠世一鲲,//www.bilibili.com/video/BV1u4411X7ND?from=search&seid=5329829152874878109,6332,30,2019-08-09,2233站娘
[第五人格]联动乔碧萝殿下、蔡徐坤和篮球!宣传PV!!!!!,//www.bilibili.com/video/BV1Zt411P7hw?from=search&seid=5329829152874878109,7107,47,2019-08-08,逗比Jorkey君
当乔碧萝殿下直播看蔡徐坤打篮球，居然说坤坤打篮球很菜？,//www.bilibili.com/video/BV1Gt411u7FY?from=search&seid=5329829152874878109,7569,7,2019-08-02,黄某鸽鸽
【绿幕素材】蔡徐坤打篮球原版加绿幕方便鬼畜抠图,//www.bilibili.com/video/BV1ot411M7V1?from=search&seid=5329829152874878109,6409,7,2019-08-02,六合八荒君
小米巨能写纯手绘1000帧蔡徐坤打篮球，完美演绎鸡你太美！,//www.bilibili.com/video/BV1Qt411P76p?from=search&seid=5329829152874878109,3318,67,2019-07-27,小汪同学吖
偷偷潜入蔡徐坤真爱粉群，没想到全都是友军。,//www.bilibili.com/video/BV1Xt411j7R8?from=search&seid=5329829152874878109,7971,7,2019-07-26,来生做一个有内涵的人
【黑粉勿进】我要给蔡徐坤洗白！,//www.bilibili.com/video/BV14t411j7Kw?from=search&seid=5329829152874878109,7727,39,2019-07-25,日常都是奇迹
当你在MC中被发现在看蔡徐坤打篮球（1080P60FPS超强篮球）,//www.bilibili.com/video/BV18t41177RD?from=search&seid=5329829152874878109,5826,53,2019-07-23,Suke208
17（香香）变身蔡徐坤打篮球？7你太美！,//www.bilibili.com/video/BV1rt411E7WG?from=search&seid=5329829152874878109,6326,22,2019-07-21,不散吖
【过于沙雕】当蔡徐坤遇上妖王，过于沙雕慎入,//www.bilibili.com/video/BV1Wt4113718?from=search&seid=14967680608839049915,5945,52,2019-07-18,Novestaryor星缘
震惊！蔡徐坤来圣安地列斯打篮球了！,//www.bilibili.com/video/BV1rt411G7Rf?from=search&seid=14967680608839049915,6617,24,2019-07-16,王德睿克
【蔡徐坤】流浪月球,//www.bilibili.com/video/BV1dx411f72E?from=search&seid=14967680608839049915,5532,106,2019-07-08,贱多拾犷的BAY
孙笑川竟在漫展现场大骂观众：你打篮球像蔡徐坤！,//www.bilibili.com/video/BV1N4411F7Bq?from=search&seid=14967680608839049915,7975,32,2019-07-07,戴戴小湿兄
那个蔡徐坤，他打篮球厉害吗？他不是厉不厉害的问题，他真的是那种！就是那种,//www.bilibili.com/video/BV1v4411A7YZ?from=search&seid=14967680608839049915,6768,22,2019-07-05,空の白う
【特效xMUGEN】蔡徐坤大战大小姐（上）,//www.bilibili.com/video/BV1L4411V7mm?from=search&seid=14967680608839049915,8336,9,2019-06-15,啊空酱
【蔡徐坤】坤坤的篮球之战,//www.bilibili.com/video/BV1x4411T7DD?from=search&seid=14967680608839049915,7018,125,2019-06-08,逆寒雪同学
【过气cxk】如果你在彩虹六号里看蔡徐坤打篮球会怎么样？,//www.bilibili.com/video/BV1g4411T7tR?from=search&seid=14967680608839049915,7209,14,2019-06-08,天空之颂
用Scratch制作的蔡徐坤打篮球小游戏0.0,//www.bilibili.com/video/BV1w4411H7Av?from=search&seid=14967680608839049915,6595,29,2019-06-03,花名未闻丶
在篮球基地大叫：&quot;你打球像蔡徐坤！&quot;会怎样？,//www.bilibili.com/video/BV144411p7C2?from=search&seid=14967680608839049915,8704,2,2019-06-01,Gnisim-A
用彩虹六号还原蔡徐坤打篮球（看简介,//www.bilibili.com/video/BV1D4411s7cF?from=search&seid=14967680608839049915,7116,22,2019-05-26,大和XD
【生化危机4】鸡你太美蔡徐坤之_奥特曼大战cxk和篮球，（主线流程）自制mod娱乐视频,//www.bilibili.com/video/BV1G4411s7VJ?from=search&seid=14967680608839049915,7008,88,2019-05-25,夕阳红biubiubiu
蔡徐坤在示波器里打篮球@鸡你太美,//www.bilibili.com/video/BV1L4411L7RE?from=search&seid=14967680608839049915,6716,16,2019-05-23,左房右猫
【蔡徐坤】律师函最强大（红军最强大）,//www.bilibili.com/video/BV1a4411j7Pr?from=search&seid=14967680608839049915,5780,64,2019-05-20,天地有歪气
VR蔡徐坤篮球游戏 我花了两个半小时做的 该来的还是来了  小意思VR,//www.bilibili.com/video/BV1W4411E7Yn?from=search&seid=14967680608839049915,8065,9,2019-05-19,小意思VR
【中韩四兄妹】当外国人看到吴亦凡的《大碗宽面》和蔡徐坤打篮球,//www.bilibili.com/video/BV1n441177Re?from=search&seid=14967680608839049915,9083,39,2019-05-17,平平无奇的米米雪
和平精英中我竟然还原了蔡徐坤打篮球！场面一度劲爆,//www.bilibili.com/video/BV1c4411J7eY?from=search&seid=14967680608839049915,8536,10,2019-05-15,小明不会打游戏
【Minana呀】米娜连麦PK苏恩，输了的学蔡徐坤打篮球,//www.bilibili.com/video/BV1C4411e71S?from=search&seid=14967680608839049915,9915,8,2019-05-07,米酒酒呀
2019年版教程 - 第七章 如何让蔡徐坤到红警里打篮球,//www.bilibili.com/video/BV1n4411i71z?from=search&seid=14967680608839049915,6521,34,2019-05-05,艾木魁
【Mugen】吉良吉影＆蔡徐坤打篮球,//www.bilibili.com/video/BV1D4411x7Uq?from=search&seid=14967680608839049915,8540,13,2019-05-03,就改这破网名丶
